公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
西安利雅得电气股份有限公司,西安市,1.11亿,1731.22万,2014-01-24,矿山机械制造,矿山智能化系统、智慧化管控平台及自动化控制系统、高低压成套设备
山东星科智能科技股份有限公司,济南市,1.96亿,-14.24万,2014-01-24,教学专用仪器制造,智能化职业教育教学装备、虚拟仿真实训系列产品、职业教育云平台及应用软件
郑州畅想高科股份有限公司,郑州市,1.08亿,2302.50万,2014-01-24,信息系统集成服务,科技运安系列产品、智能视频系列产品、智慧教培系列产品
苏州天弘激光股份有限公司,苏州市,2.85亿,261.12万,2014-01-24,电子工业专用设备制造,工业智能装备
重庆沃克斯科技股份有限公司,重庆市,1.06亿,1263.69万,2014-01-24,烘炉、熔炉及电炉制造,工业炉、配件、售后服务
陕西亚成微电子股份有限公司,西安市,1.69亿,1146.27万,2014-01-24,集成电路制造,集成电路
兰州海红技术股份有限公司,兰州市,1.02亿,407.12万,2014-01-24,通信系统设备制造,智能配电设备、通信系统设备、充电站电费
长虹塑料集团英派瑞塑料股份有限公司,芜湖市,6.12亿,3437.08万,2014-01-24,塑料丝、绳及编织品制造,尼龙扎带、钢钉线卡、接线端子、高分子合金电缆桥架
广东雅达电子股份有限公司,河源市,3.24亿,4620.83万,2014-01-24,工业自动控制系统装置制造,电力监控产品、电力监控系统集成服务
哈尔滨均信融资担保股份有限公司,哈尔滨市,1.47亿,3406.76万,2014-01-24,担保服务,融资性担保业务
珠海新华通软件股份有限公司,珠海市,--,--,2014-01-24,软件开发,软件销售、定制软件、技术服务
成都西部泰力智能设备股份有限公司,成都市,9275.21万,950.26万,2014-01-24,起重机制造,起重机销售
深圳市齐普光电子股份有限公司,深圳市,1.22亿,223.43万,2014-01-24,光电子器件及其他电子器件制造,LED电子显示屏
重庆安运科技股份有限公司,重庆市,7772.30万,1643.53万,2014-01-24,信息系统集成服务,智能公交系统硬件、驾校计时培训系统-硬件销售、驾校计时培训系统-BOT项目、驾校计时培训系统-在线教育
江西华宇软件股份有限公司,南昌市,1278.06万,-43.64万,2014-01-24,软件开发,硬件、软件、维护服务费
陕西天润科技股份有限公司,西安市,1.97亿,3377.25万,2022-06-17,数据处理和存储服务,遥感与测绘地理信息数据服务、空间信息系统开发应用与集成
大连莱力柏信息技术股份有限公司,大连市,--,--,2014-01-24,工业自动控制系统装置制造,水务信息化建设
虹越花卉股份有限公司,嘉兴市,6.89亿,7245.26万,2014-01-24,花卉种植,花卉苗木、种子种苗、园艺资材
无锡市海航电液伺服系统股份有限公司,无锡市,4759.67万,386.45万,2014-01-24,试验机制造,泵站、风电用张紧缸、伺服控制系统、伺服作动器
武汉蓝星科技股份有限公司,武汉市,788.44万,-2539.27万,2014-01-24,其他计算机制造,智能液晶仪表(含嵌入式软件及服务）
广东科硕科技股份有限公司,东莞市,--,--,2014-01-24,电工机械专用设备制造,隔膜机械
保定奥普节能科技股份有限公司,保定市,454.58万,57.35万,2014-01-24,灯用电器附件及其他照明器具制造,灯具及镇流器、节能技术服务
湖南山水节能科技股份有限公司,湘潭市,2.10亿,2620.71万,2014-01-24,泵及真空设备制造,泵类及水处理设备、水系统节能技术服务
北京星奥科技股份有限公司,北京市,--,--,2014-01-24,信息系统集成服务,产品销售、软件销售、建筑安装、服务
山东泰信电子股份有限公司,济南市,169.51万,-104.16万,2014-01-24,软件开发,硬件产品、软件产品、技术开发及服务、入
武汉力龙信息科技股份有限公司,武汉市,3103.73万,-510.75万,2014-01-24,软件开发,电子政务软件、咨询及技术服务
吉林省差旅天下网络技术股份有限公司,长春市,2.39亿,2539.18万,2014-01-24,其他旅行社相关服务,差旅平台、代理服务、软件技术及服务费
苏州市龙源电力科技股份有限公司,苏州市,1.20亿,764.15万,2014-01-24,变压器、整流器和电感器制造,交直流一体化电源、高低压成套设备、中性点接地电阻器
杭州云天软件股份有限公司,杭州市,--,--,2014-01-24,软件开发,水泥行业的管理软件开发、技术服务
安徽华菱西厨装备股份有限公司,马鞍山市,3.41亿,2162.05万,2014-01-24,食品、酒、饮料及茶生产专用设备制造,食品机械、西厨、工程、商厨、制冷设备
江苏国贸酝领智能科技股份有限公司,苏州市,1.99亿,392.05万,2014-01-24,信息系统集成服务,信息系统集成、设计及研发、产品销售、停车及运维
上海弘陆物流设备股份有限公司,上海市,4163.17万,-67.48万,2014-01-24,其他机械与设备租赁,叉车租赁及衍生业务、叉车及配件销售
徐州金联瑞星软件科技股份有限公司,徐州市,975.82万,61.53万,2014-01-24,软件开发,软件销售、技术服务、运营维护、硬件销售
无锡市兴港包装股份有限公司,无锡市,1.12亿,343.33万,2014-01-24,机制纸及纸板制造,瓦楞纸箱（板）、废纸
浙江天松医疗器械股份有限公司,杭州市,1.05亿,4189.79万,2014-01-24,医疗、外科及兽医用器械制造,医疗器械
苏州银河激光科技股份有限公司,苏州市,1252.46万,286.52万,2014-01-24,包装装潢及其他印刷,胶粘带、商标、印刷品
成都晶宝时频技术股份有限公司,成都市,1.56亿,2789.01万,2014-01-24,电子元件及组件制造,石英晶振、大数据运营及技术服务、射频元器件及模组、定制零部件加工
凯德技术长沙股份有限公司,长沙市,5.68亿,2310.91万,2014-01-24,计算机、软件及辅助设备批发,软件、系统集成与智能制造、产品销售
苏州华尔美特装饰材料股份有限公司,苏州市,4833.91万,-2017.53万,2014-01-24,非织造布制造,墙纸、墙布、布艺、窗帘、墙板
广州盈光科技股份有限公司,广州市,567.76万,-707.22万,2014-01-24,光电子器件及其他电子器件制造,模具、配件
唐人通信技术服务股份有限公司,南昌市,--,--,2014-01-24,移动电信服务,通信技术服务、通信工程服务、防雷工程、商品
新达通科技股份有限公司,深圳市,4147.71万,-1148.03万,2014-01-24,计算器及货币专用设备制造,ATM设备销售、技术服务、光伏发电、配件销售
深圳市博安通科技股份有限公司,深圳市,2.53亿,1259.65万,2014-01-24,通信系统设备制造,天线、无线模组、射频技术服务
安徽徽电科技股份有限公司,合肥市,--,--,2014-01-24,配电开关控制设备制造,零损耗深度限流装置、消弧类产品、大容量高速开关类、过电压保护器类产品、灭磁保护类产品、其他电器产品
苏州吉玛基因股份有限公司,苏州市,1.02亿,357.40万,2014-01-24,医学研究和试验发展,小核酸产品、小核酸相关基因产品、基因合成相关化学品、技术服务
江苏腾旋科技股份有限公司,无锡市,1.59亿,1575.50万,2014-01-24,金属密封件制造,通用工业、工程机械、军工产品
福建三炬生物科技股份有限公司,厦门市,--,--,2014-01-24,有机肥料及微生物肥料制造,生物有机肥、微生物菌剂、水溶肥
南京大树智能科技股份有限公司,南京市,1.40亿,2580.66万,2014-01-24,烟草生产专用设备制造,主营-在线视觉检测设备、主营-备品备件、主营-设备技术支持与维保、主营-烟草智能整机设备、主营-信息化系统设备、主营-软件
山东中磁视讯股份有限公司,济南市,--,--,2014-01-24,软件开发,帮教服务、软件服务、硬件销售
江苏瀚远科技股份有限公司,苏州市,1.97亿,426.32万,2014-01-24,信息系统集成服务,信息系统集成、软件开发及服务、销售商品、软件销售
上海长信科技股份有限公司,上海市,3543.47万,260.23万,2014-01-24,其他电信服务,增值传统电信业务
大连华工创新科技股份有限公司,大连市,6527.86万,581.59万,2014-01-24,其他通用设备制造业,涂胶系列、胶水、注胶系列、设备配件
郑州鸿盛数码科技股份有限公司,郑州市,7781.61万,95.29万,2014-01-24,油墨及类似产品制造,纳米喷墨材料、设备及解决方案
四川格纳斯光电科技股份有限公司,成都市,1.89亿,164.49万,2014-01-24,光电子器件及其他电子器件制造,透镜热压成型元件、棱镜热压成型元件、棒料毛坯、视光类制品、特种光学玻璃元件、精密光学元件及镜头
益善生物技术股份有限公司,广州市,1.15亿,1778.52万,2014-01-24,其他未列明专业技术服务业,医疗检测、试剂盒
固安信通信号技术股份有限公司,廊坊市,--,--,2014-01-24,铁路专用设备及器材、配件制造,轨道电路和电码化设备、信号电源屏设备、应答器传输系统、区间综合监控系统、信号器材配件
无锡顺达智能自动化工程股份有限公司,无锡市,1.02亿,2686.56万,2014-01-24,连续搬运设备制造,成套设备
江苏箭鹿毛纺股份有限公司,宿迁市,5.55亿,6419.97万,2014-01-24,毛染整精加工,面料、毛纱、服装
潍坊胜达科技股份有限公司,潍坊市,1.94亿,1835.32万,2014-01-24,塑料薄膜制造,保护膜、基膜、胶水
成都页游科技股份有限公司,成都市,258.54万,-312.08万,2014-01-24,互联网信息服务,斗破苍穹2、斗破苍穹3、视频APP、斗破苍穹3D、阅读软件平台、H5小游戏
上海合胜计算机科技股份有限公司,上海市,6.37亿,2727.67万,2014-01-24,信息系统集成服务,IT应用服务、IT核心架构服务、IT终端服务
上海希奥信息科技股份有限公司,上海市,7400.84万,210.97万,2014-02-14,移动电信服务,短信业务
上海华江企业管理股份有限公司,上海市,--,--,2014-02-14,工业自动控制系统装置制造,健康养老服务和管理咨询业务
展唐助拍(上海)科技股份有限公司,上海市,514.80万,-389.40万,2014-02-19,通信终端设备制造,司法助拍服务、司法助贷服务
上海法普罗新材料股份有限公司,上海市,57.98万,-376.28万,2014-02-18,隔热和隔音材料制造,建筑保温材料
上海菱博电子技术股份有限公司,上海市,--,--,2014-02-19,光电子器件及其他电子器件制造,屏幕拼接显示设备、配套工程
上海景格科技股份有限公司,上海市,1.27亿,-580.07万,2014-02-18,软件开发,汽车相关专业、智能制造专业
派芬自控(上海)股份有限公司,上海市,--,--,2014-02-20,工业自动控制系统装置制造,工程机械、LNG船舶动力
上海摩威环境科技股份有限公司,上海市,--,--,2014-02-21,生态监测,工程运维服务、环保仪器设备、技术服务、软件
天健创新(北京)监测仪表股份有限公司,北京市,5334.39万,-336.55万,2014-02-18,环境监测专用仪器仪表制造,污水处理监测仪表、饮水安全监测仪表、水环境监测仪表
北京紫贝龙科技股份有限公司,北京市,1631.20万,-2843.01万,2014-02-18,石油钻采专用设备制造,测井仪器、测井技术服务
天津中瑞药业股份有限公司,天津市,8763.84万,1175.48万,2014-02-18,化学药品原料药制造,维生素B族类、心脑血管类
上海底特精密紧固件股份有限公司,上海市,2.15亿,2586.05万,2014-02-21,紧固件制造,螺母、螺栓、丝锥、量规
上海青鹰实业股份有限公司,上海市,252.36万,-426.90万,2014-02-19,其他未列明建筑业,百叶翻板系列、卷帘系列、中空内置百叶玻璃系列、天棚帘系列、谷木纤维复合型材
天津绿清管道科技股份有限公司,天津市,3907.56万,-1221.12万,2014-02-18,石油钻采专用设备制造,技术服务、工程项目
莱博药妆技术(上海)股份有限公司,上海市,--,--,2014-02-18,专项化学用品制造,贸易、自产、服务
上海金豹实业股份有限公司,上海市,--,--,2014-02-18,汽车零部件及配件制造,车身内饰件、汽车底盘零部件
三联泵业股份有限公司,马鞍山市,4.13亿,1892.12万,2014-02-21,泵及真空设备制造,水泵、水泵配件
同望科技股份有限公司,珠海市,1.65亿,3242.08万,2014-02-14,软件开发,套装软件、定制软件、软件服务、系统集成
广州今泰科技股份有限公司,广州市,8845.61万,3132.86万,2014-02-18,涂料制造,硬质装饰涂层、硬质功能涂层
上海财安金融服务集团股份有限公司,上海市,3.90亿,2347.55万,2014-02-17,金融信息服务,业务流程外包KPO业务、信息技术开发服务外包ITO、知识流程外包KPO业务
大连楼兰科技股份有限公司,大连市,3957.30万,153.90万,2014-02-21,软件开发,软件服务
山东舜网传媒股份有限公司,济南市,5518.22万,632.39万,2014-02-14,广告业,技术服务、活动策划、大型项目承建、舆情监测、网络宣传、电子商务、视频直播、移动增值
江苏省铁路发展股份有限公司,南京市,7473.63万,5467.88万,2014-03-28,铁路工程建筑,商品贸易、运输服务、铁路多经业务、服务区、租赁
天津益佰碧源环保科技股份有限公司,天津市,--,--,2014-03-07,广告业,废酸环保处理、废酸资源化利用
上海派尔科化工材料股份有限公司,上海市,--,--,2014-03-07,其他合成材料制造,精间戊二烯、1-戊烯、2-戊酮、3-戊酮、环戊酮、环戊基甲醚
上海罗曼照明科技股份有限公司,上海市,7.36亿,1.18亿,2014-03-05,建筑装饰业,景观照明工程、景观照明设计
济南大陆机电股份有限公司,济南市,9900.42万,998.63万,2014-03-13,信息系统集成服务,工业互联网仪表平台企业节点应用、污水处理、再生水销售
北京联合永道软件股份有限公司,北京市,1.31亿,-1908.78万,2014-03-07,软件开发,IT服务、职业教育软件开发、信息系统集成业务
广州市高衡力节能科技股份有限公司,广州市,4870.23万,-3874.53万,2014-03-13,工业自动控制系统装置制造,技术服务、系统工程建设
北京绿伞科技股份有限公司,北京市,2.56亿,736.85万,2014-03-20,肥皂及合成洗涤剂制造,衣物洁护系列、厨房洁护系列、家居洁护系列、卫浴洁护系列、个人洁护系列、水垢清除系列、杀虫防护系列、除湿除味系列
北京三多堂传媒股份有限公司,北京市,6582.65万,1560.59万,2014-03-20,电影和影视节目制作,制作费
江苏笃诚医药科技股份有限公司,苏州市,87.31万,-739.24万,2014-03-31,有机化学原料制造,β胸苷、胞苷酸、阿奇霉素重排、脱水尿苷、克林霉素醇和物、盐酸克林霉素、其他
上海现代环境工程技术股份有限公司,上海市,2848.45万,92.88万,2014-04-02,实验分析仪器制造,仪器产品、代销产品、生产设备、耗材配件
合肥东芯通信股份有限公司,合肥市,2883.07万,-16.36万,2014-03-28,集成电路设计,芯片及模组销售、IP授权、代理
深圳一卡易科技股份有限公司,深圳市,--,--,2014-04-02,信息系统集成服务,网络版会员管理软件销售、电子智能支付设备
如皋市鼎浩液压机械股份有限公司,南通市,--,--,2014-04-02,汽车零部件及配件制造,汽车零配件、客车
上海天佑铁道新技术研究所股份有限公司,上海市,7148.13万,89.88万,2014-04-11,铁路机车车辆配件制造,扭杆、备件及维修、进口球头、试验台、智能装备
上海天跃科技股份有限公司,上海市,5.84亿,3032.05万,2014-04-15,应用电视设备及其他广播电视设备制造,SaaS云服务、安防设备产品、安防系统工程、运维服务、保安服务
浙江恒立数控科技股份有限公司,湖州市,1.35亿,1271.47万,2014-04-11,金属成形机床制造,金属板材冲压成形、工业在线检测自动化、电力电工自动化设备
洛阳升华感应加热股份有限公司,洛阳市,2595.54万,378.31万,2014-04-10,电工仪器仪表制造,设备、感应器、中高频电源
潍坊联兴新材料科技股份有限公司,潍坊市,--,--,2014-04-10,石墨及碳素制品制造,煅后焦、增碳剂、蒸汽、预焙阳极、受托加工
甘肃中天羊业股份有限公司,定西市,--,--,2014-04-11,羊的饲养,活体羊、羊肉类、牛肉类
武汉新中德塑机股份有限公司,武汉市,1.15亿,1190.03万,2014-04-10,塑料加工专用设备制造,内冷吹膜机、牵引旋转吹膜机、模头旋转吹膜机
上海谊盛实业股份有限公司,上海市,73.28万,-904.72万,2014-04-08,其他资本市场服务,铜、砂石、酒
宁波新芝生物科技股份有限公司,宁波市,1.68亿,5732.40万,2014-04-09,实验分析仪器制造,通用仪器、样品制备仪器、生命科学仪器
华盛科技控股股份有限公司,滁州市,49.85万,-5881.94万,2014-04-08,医疗实验室及医用消毒设备和器具制造,实验室台柜、普通装修
北京华瑞核安科技股份有限公司,北京市,509.37万,-667.14万,2014-04-14,环境保护专用设备制造,核辐射产品
北京楚祥医疗管理股份有限公司,北京市,7198.51万,-1344.14万,2014-04-10,专科医院,销售商品、药品、医疗、服务
深圳市杰纳瑞医疗仪器股份有限公司,深圳市,4146.08万,232.55万,2014-04-09,医疗诊断、监护及治疗设备制造,多参数病人监护仪、胎儿母亲监护仪、脉搏血氧仪
安徽华印机电股份有限公司,淮南市,--,--,2014-04-09,其他文化、办公用机械制造,机要装备、装订机
青岛浩海网络科技股份有限公司,青岛市,1.39亿,2266.12万,2014-04-11,信息系统集成服务,林业防火预警及应急指挥系统、智慧城市及公共安全系统
沈阳宝石金卡信息技术股份有限公司,沈阳市,3397.78万,12.32万,2014-04-11,信息系统集成服务,信息化硬件集成、信息化软件集成、电子支付终端、智能识别与控制终端
武汉康普常青软件技术股份有限公司,武汉市,1499.62万,-60.00万,2014-04-18,电动机制造,系统销售、技术服务
扬州立德粉末冶金股份有限公司,扬州市,--,--,2014-04-24,锻件及粉末冶金制品制造,粉末冶金零部件
深圳市高山水生态园林股份有限公司,深圳市,2029.45万,-1.06亿,2014-04-23,其他土木工程建筑,施工、设计、养护
同智伟业软件股份有限公司,济南市,6410.63万,306.63万,2014-04-22,软件开发,签章签名类产品、密码安全类产品、行业应用类产品
海芯华夏(北京)科技股份有限公司,北京市,2523.05万,-1688.34万,2014-04-23,其他电信服务,农信通内容提供业务、农业物联网业务、软件技术开发业务
武汉深蓝自动化设备股份有限公司,黄冈市,4111.47万,-52.44万,2014-04-24,其他日用品生产专用设备制造,蓄电池生产设备、设备专用配件
福建索天信息科技股份有限公司,福州市,993.24万,-1131.21万,2014-04-24,计算器及货币专用设备制造,智慧城市交通收费系统、施工运营维护、技术服务、硬件、房屋租金
苏州奇才电子科技股份有限公司,苏州市,--,--,2014-04-30,电线、电缆制造,汽车连接线及新能源汽车充电桩、充电枪
郑州春泉节能股份有限公司,郑州市,--,--,2014-04-30,供应用仪表及其他通用仪器制造,云产品、智慧能源管理系统、智能终端、发热疫情监测防控系统、北斗检测定位、其他外购产品、技术服务、房租
浙江爱力浦科技股份有限公司,台州市,1.73亿,1275.81万,2014-04-30,泵及真空设备制造,计量泵、成套加药装置、工程项目、SCR产品
山东省源通机械股份有限公司,淄博市,1.84亿,1232.82万,2014-04-30,其他通用零部件制造,树脂砂类、加工件类、粘土砂类
合肥高科科技股份有限公司,合肥市,8.59亿,4401.28万,2014-05-05,家用电力器具专用配件制造,金属结构件、装饰面板、金属模具
同创九鼎投资管理集团股份有限公司,北京市,13.32亿,12.33亿,2014-04-29,基金管理服务,公募业务、证券业务、房地产业务、私募业务、通讯设备制造业务
上海鸿图建筑设计股份有限公司,上海市,--,--,2014-05-06,工程勘察设计,建筑工程设计、园林设计、室内外装饰工程设计、建筑领域内技术开发、技术服务、技术咨询、技术转让
武汉芳笛环保股份有限公司,武汉市,1.08亿,1885.04万,2014-05-05,水污染治理,水环境整体解决方案、设备销售及安装、劳务服务
北京九五智驾信息技术股份有限公司,北京市,5760.32万,-999.88万,2014-05-06,信息技术咨询服务,服务运营、技术开发
北京津宇嘉信科技股份有限公司,北京市,5891.16万,-2435.90万,2014-05-06,铁路专用设备及器材、配件制造,铁路及城市轨道信号电源、电力操作电源、能源产品
江西金格科技股份有限公司,南昌市,--,--,2014-05-06,软件开发,软件产品、硬件产品、技术服务
北京华泽云鼎教育科技股份有限公司,北京市,181.83万,12.49万,2014-04-30,互联网零售,线上图书销售、职业教育培训服务
山东先大健康产业股份有限公司,济南市,1.22亿,66.70万,2014-05-06,西药批发,中成药内服、中成药外用、西药内服、西药外用、医疗器械、非药
凯地钻探(北京)股份有限公司,北京市,--,--,2014-04-30,固体矿产地质勘查,进口便携式钻机、钻探配套
山东威马泵业股份有限公司,济南市,1.40亿,2262.50万,2014-04-30,石油钻采专用设备制造,抽油泵系列产品、潜油电泵采油系统、电加热采油设备成套装备、螺杆泵采油系统
北京御食园食品股份有限公司,北京市,1.68亿,-768.18万,2014-05-06,糕点、面包制造,焙烤系列、山楂系列、果脯系列、栗豆系列、茯苓系列、烤鸭及熟食系列、甘薯系列、豆羹系列
源渤科技发展(北京)股份有限公司,北京市,74.26万,-23.51万,2014-05-07,软件开发,软件技术开发服务、企业管理咨询服务
南京智达康无线通信科技股份有限公司,南京市,--,--,2014-07-11,通信系统设备制造,无线接入设备
江苏中江种业股份有限公司,南京市,3.69亿,84.09万,2014-05-05,稻谷种植,粮食作物、绿化施工及苗木销售、蔬菜作物、肥料、农药、油料作物
无锡斯达新能源科技股份有限公司,无锡市,4512.16万,682.63万,2014-04-30,电子工业专用设备制造,光伏行业、光电行业、维修加工
安徽白兔湖动力股份有限公司,安庆市,--,--,2014-04-30,内燃机及配件制造,内燃机配件
上海光维通信技术股份有限公司,上海市,3.27亿,1499.76万,2014-05-06,其他未列明专业技术服务业,光通信产品
广州尚思传媒科技股份有限公司,广州市,1.23亿,161.22万,2014-05-06,广告业,整合传播业务、网络广告服务、媒介代理、技术服务、电商日用品类
广州星晨互联网科技股份有限公司,广州市,553.05万,8.88万,2014-05-05,软件开发,软件开发
西安诺文电子科技股份有限公司,西安市,1862.86万,-213.13万,2014-05-05,供应用仪表及其他通用仪器制造,水表、热量表
新疆七星建设科技股份有限公司,乌鲁木齐市,3.59亿,320.43万,2014-05-05,房屋建筑业,建筑、构筑件安装
安徽恒均粉末冶金科技股份有限公司,芜湖市,1.29亿,966.50万,2014-04-30,纸和纸板容器制造,粉末冶金产品、镍带
衡阳金化高压容器股份有限公司,衡阳市,1.18亿,998.01万,2014-05-06,金属压力容器制造,天然气瓶、缠绕气瓶、气瓶管、半成品
琼中黎族苗族自治县农村信用合作联社股份有限公司,琼中黎族苗族自治县,3.66亿,1.06亿,2014-05-29,其他非货币银行服务,公众存款、贷款业务
深圳市华曦达科技股份有限公司,深圳市,13.07亿,6038.19万,2014-05-30,应用电视设备及其他广播电视设备制造,智能终端、软件及服务
北京灿亮柒号文化传媒股份有限公司,北京市,3170.60万,-616.88万,2014-05-30,其他未列明专业技术服务业,艺人经纪
北京天翔昌运科技股份有限公司,北京市,--,--,2014-05-30,电子元件及组件制造,消费电子精密结构件、模切件、电子标签
四联智能技术股份有限公司,西安市,1.72亿,353.29万,2014-05-30,信息系统集成服务,再生能源
广州凯路仕自行车运动时尚产业股份有限公司,广州市,--,--,2014-05-30,脚踏自行车及残疾人座车制造,运动休闲型自行车、自行车零配件
升禾城市环保科技股份有限公司,柳州市,2.33亿,1638.09万,2014-05-30,其他清洁服务,道路保洁、垃圾清运、商品销售、软件许可、咨询服务
山东华佑畜牧股份有限公司,滨州市,1.06亿,-5832.37万,2014-07-17,猪的饲养,仔猪、种猪、肥猪
北京爱科迪通信技术股份有限公司,北京市,--,--,2014-05-30,通信系统设备制造,卫星通信天线及配件设备、多用途智能化应急卫星通信地球站系统
上海美诺福科技有限公司,上海市,--,--,2014-05-30,其他未列明专业技术服务业,实验室自动化系统、机器人应用、高端实验室技术服务
天津协盛科技股份有限公司,天津市,1243.71万,204.81万,2014-05-30,其他未列明电气机械及器材制造,防雷产品、防雷工程技术服务
山东耀通科技集团股份有限公司,济南市,3033.92万,38.74万,2014-05-30,光伏设备及元器件制造,市政工程
北京华财会计股份有限公司,北京市,1.06亿,219.29万,2014-06-04,会计、审计及税务服务,记账报税、商务咨询、BPO项目外包、加盟
深圳市牛商网络股份有限公司,深圳市,6387.73万,-291.20万,2014-06-10,其他互联网服务,网络基础服务、第三方产品相关服务、牛商云服务、网络营销服务、租金
江苏华灿电讯集团股份有限公司,南通市,9.02亿,-6568.79万,2014-06-03,通信系统设备制造,馈线系统产品及附件、天线系统产品及附件、铁塔产品及附件
威海远航科技发展股份有限公司,威海市,9296.75万,259.42万,2014-06-03,食品、酒、饮料及茶生产专用设备制造,原料处理设备、粉碎设备、控制系统、安装调试、糖化及罐体设备
洛阳正扬冶金技术股份有限公司,洛阳市,584.90万,-137.45万,2014-05-30,冶金专用设备制造,铝轧制设备、技术服务、技术转让
济南百博生物技术股份有限公司,济南市,7713.04万,1400.01万,2014-05-30,生物药品制造,微生物样本采集和处理类、生化类、试剂盒和临检类
杭州吉华高分子材料股份有限公司,杭州市,1.90亿,1924.20万,2014-05-30,涂料制造,有机硅涂料、聚四氟乙烯涂料、纳米陶瓷涂料、聚酯改性有机硅树脂
哈尔滨帕特尔科技股份有限公司,哈尔滨市,2270.28万,77.53万,2014-06-09,变压器、整流器和电感器制造,水利信息化与自动化、软起动设备
深圳市博思堂文化传媒股份有限公司,深圳市,1.38亿,-3990.63万,2014-06-04,广告业,广告设计、营销代理、公关策划
武汉市蓝电电子股份有限公司,武汉市,1.13亿,4771.03万,2014-05-30,其他仪器仪表制造业,电池测试设备
广东精鹰传媒集团股份有限公司,佛山市,5830.67万,392.11万,2014-06-04,广告业,影视制作、内容电商、著作权
泰安众诚自动化设备股份有限公司,泰安市,2.46亿,2641.36万,2014-06-04,配电开关控制设备制造,移变开关、励磁启动器、矿用多回路启动器、配件、矿用变频器、矿用干式变压器、系统集成、采煤机用牵引变压器
聊城广源精密机械制造股份有限公司,聊城市,3893.60万,57.52万,2014-05-28,模具制造,轮毂模具、汽车装饰件、泵体、加工件
威尔凯电气(上海)股份有限公司,上海市,884.92万,-161.28万,2014-06-10,变压器、整流器和电感器制造,变频器、软启动
大连冰洋科技股份有限公司,大连市,--,--,2014-06-05,其他水产品加工,鱿鱼丝、鱿鱼生物短肽、烤鱼片
江苏华源建筑设计研究院股份有限公司,常州市,1.46亿,-4591.36万,2014-06-04,工程勘察设计,勘察设计、工程总承包
福州唐朝彩印股份有限公司,福州市,3926.33万,-303.46万,2014-06-04,装订及印刷相关服务,印刷制品、受托加工、厂房出租、原材料销售
博富科技股份有限公司,苏州市,8971.24万,-1717.50万,2014-06-06,其他塑料制品制造,注塑产品、改性材料产品
长春希迈气象科技股份有限公司,长春市,6243.75万,1192.93万,2014-06-10,导航、气象及海洋专用仪器制造,技术服务、检测、检定、维修
昆明佳晓自来水工程技术股份有限公司,昆明市,1.63亿,-142.66万,2014-06-10,管道和设备安装,远传水表安装业务、自来水工程、污水处理工程、绿化工程、水表及其配件销售、大健康产品
山东创新腐植酸科技股份有限公司,聊城市,2908.03万,-2648.05万,2014-05-28,无机酸制造,腐植酸农业用产品、腐植酸食品用产品
南京奥派信息产业股份公司,南京市,3510.14万,-40.69万,2014-06-11,软件开发,自有软件销售、技术合作开发服务、销售配套软硬件
云南路桥股份有限公司,昆明市,12.23亿,-3.66亿,2014-06-06,公路工程建筑,工程施工、工程监理、试验检测、水力发电、爆破工程、特种设备服务、绿化工程
上海易之景和环境技术股份有限公司,上海市,254.42万,-39.04万,2014-06-18,其他专用设备制造,生态环保公厕管理及建造
北京中外名人文化传媒集团股份有限公司,北京市,7.47亿,-9091.55万,2014-06-13,广告业,广告、电视剧、电影、制作、服务
上海艾融软件股份有限公司,上海市,4.21亿,5067.53万,2020-07-27,软件开发,技术开发、技术服务、产品销售及其他
深圳市盈富通文化股份有限公司,深圳市,--,--,2014-06-06,广告业,视觉系统设计、广告制作、服务
江苏省金象传动设备股份有限公司,淮安市,1.60亿,372.43万,2014-07-09,齿轮及齿轮减、变速箱制造,通用齿轮传动设备、专用齿轮传动设备
沈阳新松医疗科技股份有限公司,沈阳市,3.10亿,7049.21万,2014-06-10,机械治疗及病房护理设备制造,氧气机、呼吸机
宁波亚锦电子科技股份有限公司,宁波市,36.58亿,2.38亿,2014-06-06,其他电池制造,碱性电池、碳性电池
安徽恒瑞新能源股份有限公司,六安市,--,--,2014-06-18,太阳能发电,光伏产品、EPC项目、充电桩产品
贵州安达科技能源股份有限公司,贵阳市,15.87亿,2.32亿,2014-06-18,锂离子电池制造,磷酸铁、磷酸铁锂
广东羚光新材料股份有限公司,肇庆市,2.64亿,-329.21万,2014-06-19,专项化学用品制造,导电银浆、银粉、表面处理材料、粘合剂、特种陶瓷产品、电池负极材料、电池正极材料
大连华实教育咨询股份有限公司,大连市,--,--,2014-06-20,旅游管理服务,旅游服务业务
河南熔金高温材料股份有限公司,新乡市,3.40亿,668.17万,2014-06-18,耐火陶瓷制品及其他耐火材料制造,滑动水口系列、配套耐材
北京蓝山科技股份有限公司,北京市,--,--,2014-06-20,通信系统设备制造,光通信传输设备、光通信接入设备、光通信智能工程服务、光通信软件
浙江鼎炬电子科技股份有限公司,杭州市,--,--,2014-06-20,工业自动控制系统装置制造,工业4.0项目、汽车电子项目
苏州巨峰电气绝缘系统股份有限公司,苏州市,7.78亿,6874.23万,2014-06-30,绝缘制品制造,绝缘系统、云母制品、绝缘漆、柔软复合材料、电磁线、线圈、加工
致生联发信息技术股份有限公司,北京市,0.0000,-1765.24万,2014-06-24,信息系统集成服务,物联网技术开发、物联网产品销售、软件、技术维护
