公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
北京能为科技股份有限公司,北京市,2459.85万,247.30万,2013-08-07,其他污染治理,智能电厂综合解决方案、电除尘综合解决方案、电站锅炉燃烧综合精确管理系统、输煤系统环境治理解决方案、电厂脱硫废水负压低温浓缩技术
上海土友生物科技股份有限公司,上海市,2555.25万,-474.25万,2013-08-07,广告业,水污染治理系统工程
武汉景弘生态环境股份有限公司,武汉市,8121.47万,-2067.28万,2013-08-08,其他未列明专业技术服务业,建安、技术服务、运营
北京科胜伟达石油科技股份有限公司,北京市,1629.81万,114.77万,2013-08-08,石油和天然气开采辅助活动,技术服务、软件销售
北京锐创信通科技股份有限公司,北京市,319.63万,-229.30万,2013-08-08,软件开发,软件、硬件、技术开发技术服务
上海东岩机械股份有限公司,上海市,3.49亿,2612.63万,2013-08-08,有色金属铸造,铸件系列、汽车配件（三滤）、焊接产品
北京京鹏环宇畜牧科技股份有限公司,北京市,--,--,2013-08-07,畜牧机械制造,畜牧工程与装备
北京泓淇科技股份有限公司,北京市,1182.85万,379.01万,2013-08-08,软件开发,软件销售及服务、硬件销售
北京华索科技股份有限公司,北京市,3590.78万,710.24万,2013-08-08,工业自动控制系统装置制造,工业自动化仪器仪表销售、工业自动化系统集成销售、合同能源管理
北京和隆优化科技股份有限公司,北京市,7401.63万,2095.33万,2013-08-05,软件开发,智能优化产品与服务、仿真、信息化技术服务
北京威控科技股份有限公司,北京市,7570.10万,81.39万,2013-08-02,工业自动控制系统装置制造,智能硬件、技术服务费
上海奉天电子股份有限公司,上海市,4.83亿,4742.51万,2013-08-08,汽车零部件及配件制造,车载逆变器、车载DC-DC转换器、车载USB、高压水加热器、空调控制器、车载充电机
北京平安力合科技发展股份有限公司,北京市,4414.55万,-763.77万,2013-08-08,其他计算机制造,排队机及广告机、显示屏、设备租赁、技术服务
上海辰光医疗科技股份有限公司,上海市,1.96亿,2334.41万,2013-08-15,医疗诊断、监护及治疗设备制造,射频探测器、超导磁体、梯度
北京倚天凌云科技股份有限公司,北京市,2.15亿,442.97万,2013-08-13,云母制品制造,云母纸、云母带、阻燃带、外购线缆产品
北京深度量化机器人科技股份有限公司,北京市,--,--,2013-08-09,软件开发,软件开发
北京每日视界影视动画股份有限公司,北京市,1064.40万,-443.39万,2013-08-09,电视,动画长短片制作、影视特效内容制作、影视广告内容制作
北京维珍创意科技股份有限公司,北京市,238.48万,2894.90万,2013-08-16,软件开发,销售产品、销售软件、技术服务
北京达美盛软件股份有限公司,北京市,--,--,2013-08-12,软件开发,软件、技术服务
北京北化新橡特种材料科技股份有限公司,北京市,1.36亿,463.86万,2013-08-08,合成橡胶制造,混炼胶、功能性橡胶、热塑性弹性体TPV、无卤阻燃电缆料、石墨粉
上海巨灵信息技术股份有限公司,上海市,5710.97万,282.76万,2013-08-29,软件开发,智能制造、软件及服务、系统集成
上海四维文化传媒股份有限公司,上海市,8.23亿,4459.28万,2013-10-16,其他出版业,数字出版、租赁、服务
上海欧萨评价咨询股份有限公司,上海市,9751.92万,-619.52万,2013-10-16,环境保护监测,检测费、评价费、咨询费、设备及软件销售、数据服务费、节能技术服务费
武汉江扬环境科技股份有限公司,武汉市,2.42亿,3004.73万,2013-10-16,水污染治理,水处理设备、水环境工程
北京博德世达石油技术股份有限公司,北京市,5688.81万,843.15万,2013-10-16,石油和天然气开采辅助活动,油田测井技术服务、完井工具产品销售、技术开发与服务
智合新天(北京)传媒广告股份有限公司,北京市,1504.37万,10.57万,2013-10-16,广告业,户外媒体
北京世贸天阶生物科技股份有限公司,北京市,0.0000,-5018.51万,2013-10-16,化学药品制剂制造,片剂、胶囊
上海致远绿色能源股份有限公司,上海市,2.04亿,3155.11万,2013-10-18,其他原动设备制造,分布式新能源发电系统、通信基站新能源供、电系统
北京精英智通科技股份有限公司,北京市,9381.29万,-1315.98万,2013-10-16,软件开发,智能驾考产品、智慧驾培及智能交通产品、停车、技术服务及零配件销售
武汉希文科技股份有限公司,武汉市,3084.66万,370.19万,2013-10-22,其他输配电及控制设备制造,辅控系统、变电站自动化、调度自动化、环境控制系统
北京锦鸿希电信息技术股份有限公司,北京市,1.12亿,-174.08万,2013-10-16,通信系统设备制造,列控、列调、维保、监控
北京捷世智通科技股份有限公司,北京市,2.07亿,434.08万,2013-10-16,计算机整机制造,嵌入式计算机及国产芯片、监控系统及流量计
天津开发区中环系统电子工程股份有限公司,天津市,3651.35万,72.30万,2013-10-16,信息系统集成服务,维修、维护、智能物流通道系统、物流链货物查验系统、移动式单兵物流监管取证系统、建筑智能化
普康迪(北京)数码科技股份有限公司,北京市,337.49万,-571.09万,2013-10-23,信息系统集成服务,特种行业管理信息产品及服务、警务办公用信息产品及服务、预付式消费监管信息产品及服务
上海科洋科技股份有限公司,上海市,1.04亿,1472.19万,2013-11-06,供应用仪表及其他通用仪器制造,流量仪表、硫化氢项目
华韩医疗科学技术股份有限公司,南京市,9.63亿,1.02亿,2013-11-06,专科医院,整形科、皮肤科、牙科
天津皇冠幕墙装饰股份有限公司,天津市,2.22亿,885.10万,2013-11-06,金属门窗制造,门窗
北京朗威视讯科技股份有限公司,北京市,1024.19万,-279.10万,2013-11-08,广播电视节目制作及发射设备制造,传输系列产品、演播室产品、大型活动转播技术服务
上海银音信息科技股份有限公司,上海市,1.13亿,-3869.90万,2013-11-08,信息系统集成服务,货物销售、维护服务、设计施工
北京中搜网络技术股份有限公司,北京市,--,--,2013-11-08,互联网信息服务,第三代搜索、互联网解决方案服务、企悦、云悦
北京呈创科技股份有限公司,北京市,2.43亿,2046.40万,2013-11-06,信息系统集成服务,硬件、系统集成、服务、软著转让
优网科技(上海)股份有限公司,上海市,168.79万,-236.06万,2013-11-08,数据处理和存储服务,自有产品、第三方产品
上海鼎晖科技股份有限公司,上海市,1.03亿,153.88万,2013-11-15,光电子器件及其他电子器件制造,LED灯具产品、LED零件产品、房租
哇棒移动传媒股份有限公司,拉萨市,13.54亿,898.61万,2013-12-04,广告业,信息服务、广告代理、技术服务、服务费
武汉地大信息工程股份有限公司,武汉市,--,--,2013-11-13,软件开发,灾害监测与应急、GIS、物联网和无人机相关业务、地质信息化
武汉万德智新科技股份有限公司,武汉市,5113.77万,13.39万,2013-11-15,其他互联网服务,智慧校园、智慧园区、智慧政务
爱科凯能科技(北京)股份有限公司,北京市,2718.76万,-388.42万,2013-11-15,医疗、外科及兽医用器械制造,钬激光治疗机、配件
上海百傲科技股份有限公司,上海市,1.06亿,-2909.96万,2013-11-13,生物药品制造,试剂类、设备类、服务类
上海雷腾软件股份有限公司,上海市,1.45亿,1974.30万,2013-12-10,软件开发,车联网业务
上海基美影业股份有限公司,上海市,689.87万,-2767.98万,2013-12-10,电影和影视节目发行,宣传发行服务、版权
武汉同济现代医药科技股份有限公司,武汉市,3.59亿,727.26万,2013-12-20,化学药品制剂制造,西药、中成药、生物制品、医疗器械、经营租赁与服务、保健食品、原料药
北京世纪竹邦能源技术股份有限公司,北京市,--,--,2013-12-25,节能技术推广服务,节能服务、水电表项目销售
北京聚链时代科技集团股份有限公司,北京市,740.05万,-131.81万,2013-12-24,其他计算机制造,区块链应用技术、应税服务
东电创新(北京)科技发展股份有限公司,北京市,2561.39万,-1487.09万,2013-12-26,信息系统集成服务,集成服务、家庭/soho、安装服务、硬件、咨询服务
上海上电电机股份有限公司,上海市,1.87亿,708.16万,2013-12-23,电动机制造,大中型电机产成品、小型电机产成品、备件及修理
北京金天地影视文化股份有限公司,北京市,558.32万,-4824.04万,2014-01-24,电影和影视节目发行,影视剧销售
北京力码科信息技术股份有限公司,北京市,8518.37万,256.81万,2014-01-24,计算机外围设备制造,线缆标识设备、条码标签打印机、耗材、光学产品、软件
上海明波通信技术股份有限公司,上海市,7091.47万,1130.42万,2014-01-24,集成电路设计,集成电路设计服务、汽车电子产品及相关解决方案、计算机测试仪及相关附件产品
贵州威门药业股份有限公司,贵阳市,4.86亿,3880.94万,2014-01-24,中成药生产,热淋清颗粒
谢裕大茶叶股份有限公司,黄山市,2.16亿,914.36万,2014-01-24,茶及其他饮料作物种植,绿茶、红茶、花茶
安徽泰达新材料股份有限公司,黄山市,2.82亿,6517.48万,2014-01-24,有机化学原料制造,三甲酸及酸酐
北京英富森软件股份有限公司,北京市,--,--,2014-01-24,软件开发,信息管理、信息服务类产品
北京星立方科技发展股份有限公司,北京市,8390.31万,646.58万,2014-01-24,软件开发,软件销售、硬件销售、软件开发及服务业务
东亚装饰股份有限公司,青岛市,11.87亿,3048.99万,2014-01-24,建筑装饰业,建筑装饰、设计服务
深圳市海格物流股份有限公司,深圳市,10.85亿,2277.45万,2014-01-24,货物运输代理,运输、代理
上海昂盛智能工程股份有限公司,上海市,4353.18万,10.41万,2014-01-24,通讯及广播电视设备批发,硬件销售、系统集成销售、系统安装调试服务、咨询技术服、务
陕西成明节能技术股份有限公司,西安市,704.98万,-942.53万,2014-01-24,节能技术推广服务,工程施工、高新技术产品销售、技术服务
上海金政科技股份有限公司,上海市,1026.11万,-417.88万,2014-01-24,电动机制造,信息技术服务
深圳市大族元亨光电股份有限公司,深圳市,4.15亿,2968.07万,2014-01-24,光电子器件及其他电子器件制造,LED显示屏、LED交通屏、LED照明产品、LED售后维修
江苏红豆杉健康科技股份有限公司,无锡市,--,--,2014-01-24,其他园艺作物种植,红豆杉、药品、保健产品及酒类、绿化工程、服装
浙江中一检测研究院股份有限公司,宁波市,1.74亿,2415.55万,2014-01-24,环境保护监测,环境检测、健康与职业病体检、安全评价
大禹电气科技股份有限公司,孝感市,--,--,2014-01-24,变压器、整流器和电感器制造,软起动（含补偿）类、高低压变频调速类、开关配电柜成套类
西安旌旗电子股份有限公司,西安市,1.33亿,-1857.35万,2014-01-24,供应用仪表及其他通用仪器制造,水表、电表、热量表、燃气表
苏州苏大明世光学股份有限公司,苏州市,341.50万,-57.09万,2014-01-24,模具制造,非球面镜类
湖北中科网络科技股份有限公司,武汉市,--,--,2014-01-24,信息系统集成服务,建筑智能化、销售货物、服务业
